Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi
173,"[35, 10751, 16, 12]",41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,62,"Dec 17, 2010",Yogi Bear,80000000.0,100246011.0,204774690.0,124774690,255.96836249999998
174,"[80, 18, 53]",38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance Of Alice Creed,6.6,280,97,"Aug 6, 2010",The Disappearance Of Alice Creed,1500000.0,166980.0,1605139.0,105139,107.00926666666666
176,[18],39486,en,Secretariat,9.059,2010-10-08,Secretariat,7.0,200,53,"Oct 8, 2010",Secretariat,35000000.0,59699513.0,60376247.0,25376247,172.50356285714287
177,"[80, 18, 53]",27579,en,The American,9.042,2010-09-01,The American,5.8,690,51,"Sep 1, 2010",The American,20000000.0,35606376.0,67950723.0,47950723,339.753615
178,"[18, 10749]",46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,25,"Dec 29, 2010",Blue Valentine,1000000.0,9737892.0,16566240.0,15566240,1656.624
179,"[35, 27]",40264,en,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,49,"Aug 18, 2010",Vampires Suck,20000000.0,36661504.0,81424988.0,61424988,407.12494000000004
180,"[18, 10752, 9648]",46738,fr,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,76,"Sep 17, 2010",Incendies,6800000.0,6857096.0,16038343.0,9238343,235.85798529411767
181,"[28, 80, 18, 53]",22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,95,"Aug 27, 2010",Takers,32000000.0,57744720.0,70587268.0,38587268,220.58521249999998
184,"[878, 28]",42684,en,Skyline,8.847000000000001,2010-11-12,Skyline,4.8,833,99,"Nov 12, 2010",Skyline,10000000.0,21416355.0,68264973.0,58264973,682.64973
185,"[28, 35, 80]",23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,99,"Feb 26, 2010",Cop Out,37000000.0,44875481.0,55909910.0,18909910,151.10786486486487
186,"[18, 53, 9648]",28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,97,"Mar 26, 2010",Chloe,13000000.0,3075255.0,11831131.0,-1168869,91.0087
187,"[18, 27, 878]",52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,47,"Apr 22, 2011",Stake Land,4000000.0,33245.0,679482.0,-3320518,16.98705
196,"[18, 10749]",42297,en,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,24,"Nov 24, 2010",Burlesque,55000000.0,39440655.0,90552675.0,35552675,164.64122727272726
204,"[80, 53, 35, 9648]",27004,en,Ca$h,8.503,2010-01-01,Ca$H,5.8,112,32,"Dec 31, 2008",Ca$H,13700000.0,0.0,11738256.0,-1961744,85.68070072992701
205,"[10751, 35]",38579,en,Marmaduke,8.487,2010-06-04,Marmaduke,5.1,367,59,"Jun 4, 2010",Marmaduke,50000000.0,33644788.0,89895930.0,39895930,179.79186
206,[35],32823,en,Get Him to the Greek,8.485,2010-06-04,Get Him To The Greek,5.9,980,22,"Jun 4, 2010",Get Him To The Greek,40000000.0,61153526.0,91455875.0,51455875,228.63968749999998
207,"[10749, 878]",59457,en,Womb,8.482999999999999,2010-07-15,Womb,6.1,159,12,"Mar 30, 2012",Womb,13000000.0,0.0,0.0,-13000000,0.0
211,"[35, 18]",39781,en,The Kids Are All Right,8.426,2010-07-09,The Kids Are All Right,6.6,854,87,"Jul 9, 2010",The Kids Are All Right,4000000.0,20811365.0,36275469.0,32275469,906.8867250000001
214,"[14, 27, 53]",46261,en,Don't Be Afraid of the Dark,8.405,2010-11-06,Don'T Be Afraid Of The Dark,5.5,550,43,"Aug 26, 2011",Don'T Be Afraid Of The Dark,25000000.0,24046682.0,39126427.0,14126427,156.505708
215,"[16, 18]",41201,fr,L'illusionniste,8.404,2010-12-25,The Illusionist,7.4,280,22,"Aug 18, 2006",The Illusionist,16500000.0,39868642.0,83792062.0,67292062,507.83067878787875
216,"[18, 53]",44113,en,Stone,8.401,2010-10-22,Stone,5.2,334,50,"Oct 8, 2010",Stone,22000000.0,1810078.0,4065020.0,-17934980,18.477363636363638
5868,"[53, 18]",89070,ru,Камень,2.84,2012-06-06,Stone,4.9,8,50,"Oct 8, 2010",Stone,22000000.0,1810078.0,4065020.0,-17934980,18.477363636363638
217,[18],31007,en,Welcome to the Rileys,8.347999999999999,2010-10-29,Welcome To The Rileys,6.5,241,12,"Oct 29, 2010",Welcome To The Rileys,10000000.0,152857.0,355919.0,-9644081,3.55919
218,"[35, 18, 14, 27, 9648]",45649,en,Rubber,8.318999999999999,2010-09-01,Rubber,5.9,417,55,"Apr 1, 2011",Rubber,500000.0,100370.0,680914.0,180914,136.18280000000001
220,"[35, 18, 10749]",38073,en,Going the Distance,8.281,2010-09-03,Going The Distance,6.0,394,11,"Sep 3, 2010",Going The Distance,32000000.0,17804299.0,43603990.0,11603990,136.26246875
222,"[12, 14, 28, 37, 53]",46528,en,The Warrior's Way,8.259,2010-12-03,The Warrior'S Way,6.1,203,65,"Dec 3, 2010",The Warrior'S Way,42000000.0,5666340.0,8514325.0,-33485675,20.272202380952383
224,"[35, 18, 9648]",44718,en,Get Low,8.215,2010-01-22,Get Low,6.7,135,23,"Jul 30, 2010",Get Low,7000000.0,9176933.0,10828305.0,3828305,154.69007142857143
226,"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,The Runaways,6.4,448,57,"Mar 19, 2010",The Runaways,9500000.0,3573673.0,5278632.0,-4221368,55.56454736842106
228,"[27, 53]",41436,en,Paranormal Activity 2,8.163,2010-10-21,Paranormal Activity 2,5.7,1342,65,"Oct 20, 2010",Paranormal Activity 2,3000000.0,84752907.0,177512032.0,174512032,5917.067733333333
246,"[18, 14]",44603,en,Hereafter,7.886,2010-10-22,Hereafter,5.9,848,61,"Oct 15, 2010",Hereafter,50000000.0,32746941.0,108660270.0,58660270,217.32054
247,"[18, 9648, 53, 80, 10749]",46503,en,All Good Things,7.871,2010-12-03,All Good Things,6.0,493,96,"Dec 3, 2010",All Good Things,20000000.0,582024.0,873617.0,-19126383,4.368085
248,"[18, 28, 35, 80]",34769,en,Defendor,7.8629999999999995,2010-02-26,Defendor,6.4,295,80,"Feb 19, 2010",Defendor,3750000.0,44462.0,44462.0,-3705538,1.1856533333333334
252,"[53, 9648]",11439,en,The Ghost Writer,7.829,2010-02-12,The Ghost Writer,6.8,1135,11,"Feb 19, 2010",The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491,145.6277577777778
255,"[18, 53]",8999,en,Derailed,7.814,2005-11-11,Derailed,6.2,500,19,"Nov 11, 2005",Derailed,22000000.0,36020063.0,57520063.0,35520063,261.45483181818184
256,"[35, 10749]",34016,en,She's Out of My League,7.775,2010-03-12,She'S Out Of My League,6.1,970,62,"Mar 12, 2010",She'S Out Of My League,20000000.0,32010860.0,48680977.0,28680977,243.40488499999998
257,[27],26466,en,Triangle,7.761,2010-02-02,Triangle,6.8,1094,52,"Feb 10, 2010",Triangle,12000000.0,0.0,1594955.0,-10405045,13.291291666666666
260,"[35, 10749, 18]",41210,en,The Switch,7.745,2010-08-20,The Switch,6.1,1008,39,"Aug 20, 2010",The Switch,19000000.0,27758465.0,49858465.0,30858465,262.4129736842105
261,"[35, 18, 10749]",39053,en,Cyrus,7.735,2010-06-18,Cyrus,6.0,201,27,"Jun 18, 2010",Cyrus,7000000.0,7468936.0,10062896.0,3062896,143.75565714285713
264,[35],41382,en,Lottery Ticket,7.699,2010-08-20,Lottery Ticket,5.7,92,90,"Aug 20, 2010",Lottery Ticket,17000000.0,24719879.0,24719879.0,7719879,145.41105294117648
265,[18],45958,es,Biutiful,7.697,2010-12-28,Biutiful,7.2,546,44,"Jan 28, 2011",Biutiful,35000000.0,5101237.0,24687524.0,-10312476,70.53578285714286
268,"[28, 12, 35]",37931,en,MacGruber,7.666,2010-05-21,Macgruber,5.3,270,42,"May 21, 2010",Macgruber,10000000.0,8525600.0,8629895.0,-1370105,86.29894999999999
271,"[36, 28]",44092,zh,剑雨,7.621,2010-09-01,Reign Of Assassins,6.8,87,28,"Nov 1, 2016",Reign Of Assassins,14000000.0,0.0,11354230.0,-2645770,81.10164285714285
272,"[18, 10749]",26022,hi,My Name Is Khan,7.619,2010-02-12,My Name Is Khan,7.8,409,52,"Feb 12, 2010",My Name Is Khan,8470000.0,4046336.0,42355526.0,33885526,500.0652420306966
275,"[35, 18]",39210,en,Somewhere,7.596,2010-12-22,Somewhere,6.1,376,42,"Dec 22, 2010",Somewhere,7000000.0,1785645.0,17023121.0,10023121,243.18744285714286
277,"[18, 10749, 10402]",45272,en,Country Strong,7.567,2010-12-22,Country Strong,6.3,126,71,"Dec 22, 2010",Country Strong,15000000.0,20218921.0,20601987.0,5601987,137.34658
278,"[10402, 14, 28, 10751]",49852,en,The Nutcracker in 3D,7.566,2010-11-24,The Nutcracker In 3D,5.5,97,79,"Nov 24, 2010",The Nutcracker In 3D,90000000.0,195459.0,20466016.0,-69533984,22.740017777777776
279,"[99, 10751]",36970,en,Oceans,7.532,2010-04-21,Oceans,7.2,167,2,"Apr 22, 2010",Oceans,80000000.0,19422319.0,86787530.0,6787530,108.4844125
280,[18],45094,en,Conviction,7.51,2010-10-15,Conviction,7.2,297,28,"Oct 15, 2010",Conviction,12500000.0,6797696.0,11826980.0,-673020,94.61583999999999
283,"[35, 10751]",38843,en,Ramona and Beezus,7.442,2010-07-23,Ramona And Beezus,6.3,460,60,"Jul 23, 2010",Ramona And Beezus,15000000.0,26167002.0,27469621.0,12469621,183.13080666666664
289,"[35, 18]",46829,en,Barney's Version,7.357,2011-01-14,Barney'S Version,7.2,210,86,"Jan 14, 2011",Barney'S Version,30000000.0,7502560.0,8845575.0,-21154425,29.48525
290,"[18, 37]",57120,en,Meek's Cutoff,7.309,2010-10-08,Meek'S Cutoff,6.5,113,40,"Apr 8, 2011",Meek'S Cutoff,2000000.0,977772.0,1869928.0,-130072,93.49640000000001
293,"[35, 18, 36]",46138,en,Made in Dagenham,7.275,2010-11-19,Made In Dagenham,6.6,150,14,"Nov 19, 2010",Made In Dagenham,8000000.0,1095369.0,15644196.0,7644196,195.55245000000002
302,[18],44835,en,Hesher,7.14,2010-01-22,Hesher,7.0,335,54,"May 13, 2011",Hesher,7000000.0,382946.0,382946.0,-6617054,5.470657142857143
307,[18],33511,en,Nowhere Boy,7.099,2010-01-27,Nowhere Boy,7.3,469,6,"Oct 8, 2010",Nowhere Boy,1900000.0,1445366.0,7785229.0,5885229,409.74889473684215
309,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087000000000001,2010-04-27,The Killer Inside Me,5.9,304,11,"Jun 18, 2010",The Killer Inside Me,13000000.0,217277.0,3617277.0,-9382723,27.82520769230769
312,"[35, 18, 10749]",38093,en,Just Wright,7.047000000000001,2010-05-14,Just Wright,6.2,211,85,"May 14, 2010",Just Wright,12000000.0,21540363.0,21867665.0,9867665,182.23054166666665
319,[35],34803,en,Death at a Funeral,6.862,2010-04-15,Death At A Funeral,5.7,439,64,"Apr 16, 2010",Death At A Funeral,21000000.0,42739347.0,48977233.0,27977233,233.22491904761904
321,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,Shanghai,6.1,80,5,"Oct 2, 2015",Shanghai,50000000.0,46425.0,15505922.0,-34494078,31.011844
326,"[10749, 35, 18]",47607,en,Tiny Furniture,6.695,2010-11-12,Tiny Furniture,5.9,82,18,"Nov 12, 2010",Tiny Furniture,50000.0,391674.0,424149.0,374149,848.298
331,"[35, 10749]",35688,en,Why Did I Get Married Too?,6.636,2010-04-02,Why Did I Get Married Too?,5.9,49,16,"Apr 2, 2010",Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,40831067,304.155335
333,[35],38778,en,Dinner for Schmucks,6.632000000000001,2010-07-30,Dinner For Schmucks,5.6,920,51,"Jul 30, 2010",Dinner For Schmucks,69000000.0,73026337.0,86796502.0,17796502,125.79203188405796
338,"[80, 18, 53, 36]",43434,en,Carlos,6.568,2010-10-11,Carlos,7.0,87,47,"Oct 15, 2010",Carlos,18000000.0,145526.0,1619153.0,-16380847,8.995294444444445
347,"[27, 53]",38033,en,Chain Letter,6.44,2010-10-01,Chain Letter,4.1,63,43,"Oct 1, 2010",Chain Letter,3000000.0,205842.0,1022453.0,-1977547,34.08176666666667
349,"[35, 18]",41479,en,The Joneses,6.4239999999999995,2010-04-16,The Joneses,6.2,312,88,"Apr 16, 2010",The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565
19757,[99],392180,en,The Joneses,0.634,2016-04-28,The Joneses,6.0,1,88,"Apr 16, 2010",The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565
360,[18],27569,en,Extraordinary Measures,6.3,2010-01-21,Extraordinary Measures,6.3,153,33,"Jan 22, 2010",Extraordinary Measures,31000000.0,12482741.0,15826984.0,-15173016,51.05478709677419
361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,The Tempest,5.8,52,1,"Dec 10, 2010",The Tempest,20000000.0,277943.0,277943.0,-19722057,1.389715
369,"[35, 18, 10749]",38031,en,You Will Meet a Tall Dark Stranger,6.209,2010-05-23,You Will Meet A Tall Dark Stranger,5.8,431,27,"Sep 22, 2010",You Will Meet A Tall Dark Stranger,15000000.0,3247816.0,34247816.0,19247816,228.31877333333335
372,[18],39845,en,Love Ranch,6.185,2010-06-30,Love Ranch,6.1,28,19,"Jun 30, 2010",Love Ranch,25000000.0,137885.0,146149.0,-24853851,0.584596
376,"[35, 53, 80]",66195,en,The Perfect Host,6.087999999999999,2010-07-01,The Perfect Host,6.3,217,84,"Jul 1, 2011",The Perfect Host,1000000.0,48764.0,51587.0,-948413,5.1587000000000005
378,"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,Kites,5.8,67,66,"May 21, 2010",Kites,9200000.0,1685269.0,17155193.0,7955193,186.46948913043477
381,"[35, 80, 53]",12834,en,Leaves of Grass,5.996,2010-09-17,Leaves Of Grass,6.0,214,17,"Apr 2, 2010",Leaves Of Grass,9000000.0,70066.0,85527.0,-8914473,0.9502999999999999
385,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,Please Give,6.3,81,15,"Apr 30, 2010",Please Give,3000000.0,4033574.0,4570178.0,1570178,152.33926666666667
397,[35],27584,en,High School,5.7620000000000005,2010-06-03,High School,5.8,68,15,"Jun 1, 2012",High School,10000000.0,139034.0,248133.0,-9751867,2.48133
401,[99],43942,en,Freakonomics,5.705,2010-10-01,Freakonomics,6.6,57,80,"Oct 1, 2010",Freakonomics,2900000.0,101270.0,172867.0,-2727133,5.960931034482759
408,[18],18530,en,The Cry of the Owl,5.572,2010-03-12,The Cry Of The Owl,5.6,46,63,"Nov 27, 2009",The Cry Of The Owl,11500000.0,0.0,0.0,-11500000,0.0
415,"[14, 18, 27, 28, 53, 9648]",33555,en,Sherlock Holmes,5.39,2010-01-26,Sherlock Holmes,5.6,53,42,"Dec 25, 2009",Sherlock Holmes,90000000.0,209028679.0,498438212.0,408438212,553.8202355555555
436,"[18, 27, 53]",49787,en,The Reef,5.172999999999999,2010-05-15,The Reef,5.6,264,33,"Dec 31, 2010",The Reef,10000000.0,0.0,15037867.0,5037867,150.37867
439,"[35, 18, 10749]",44594,en,Barry Munday,5.141,2010-03-13,Barry Munday,6.0,37,61,"Oct 1, 2010",Barry Munday,3000000.0,0.0,0.0,-3000000,0.0
444,[35],47088,en,The Extra Man,5.056,2010-08-01,The Extra Man,5.9,46,53,"Jul 30, 2010",The Extra Man,7000000.0,453377.0,492108.0,-6507892,7.030114285714285
446,[35],34563,en,Our Family Wedding,5.025,2010-03-12,Our Family Wedding,5.5,57,95,"Mar 12, 2010",Our Family Wedding,14000000.0,20255281.0,21410546.0,7410546,152.93247142857143
448,"[28, 18, 53]",35402,en,Icarus,5.002,2010-09-10,Icarus,5.2,42,91,"Feb 9, 2010",Icarus,6000000.0,0.0,0.0,-6000000,0.0
20387,"[12, 18, 878]",486954,en,Icarus,0.6,2016-04-22,Icarus,5.0,1,91,"Feb 9, 2010",Icarus,6000000.0,0.0,0.0,-6000000,0.0
20883,[99],432976,en,Icarus,9.661,2017-07-26,Icarus,7.8,293,91,"Feb 9, 2010",Icarus,6000000.0,0.0,0.0,-6000000,0.0
451,"[18, 10751]",56601,en,The Perfect Game,4.958,2010-04-16,The Perfect Game,6.3,44,36,"Apr 16, 2010",The Perfect Game,12500000.0,1089445.0,3931367.0,-8568633,31.450936000000002
459,[35],42889,en,The Virginity Hit,4.834,2010-09-10,The Virginity Hit,4.6,35,44,"Sep 24, 2010",The Virginity Hit,2000000.0,636706.0,636706.0,-1363294,31.8353
478,[35],46198,en,My Girlfriend's Boyfriend,4.378,2010-04-22,My Girlfriend'S Boyfriend,5.9,68,26,"May 1, 2010",My Girlfriend'S Boyfriend,1400000.0,0.0,0.0,-1400000,0.0
487,"[18, 10751]",35691,en,Letters to God,4.242,2010-04-09,Letters To God,6.9,71,25,"Apr 9, 2010",Letters To God,3000000.0,2848587.0,3237452.0,237452,107.91506666666666
504,"[35, 18]",19688,en,Middle of Nowhere,4.046,2010-07-13,Middle Of Nowhere,5.9,35,23,"Oct 12, 2012",Middle Of Nowhere,200000.0,236806.0,236806.0,36806,118.40299999999999
6236,[18],83588,en,Middle of Nowhere,1.62,2012-01-20,Middle Of Nowhere,6.5,11,23,"Oct 12, 2012",Middle Of Nowhere,200000.0,236806.0,236806.0,36806,118.40299999999999
521,"[35, 10751]",76706,en,Christmas Mail,3.793,2010-12-01,Christmas Mail,5.4,29,45,"Dec 31, 2010",Christmas Mail,2500000.0,0.0,0.0,-2500000,0.0
542,"[28, 18, 53, 12]",62255,en,Tracker,3.5810000000000004,2010-09-12,Tracker,6.7,29,4,"Dec 31, 2011",Tracker,6500000.0,0.0,3149.0,-6496851,0.04844615384615385
565,[99],72914,en,"Fat, Sick & Nearly Dead",3.3560000000000003,2010-04-16,"Fat, Sick & Nearly Dead",7.2,69,10,"Apr 1, 2011","Fat, Sick & Nearly Dead",2600000.0,0.0,0.0,-2600000,0.0
593,"[27, 878, 28]",53502,en,The Dead Undead,3.127,2010-05-13,The Dead Undead,3.1,9,7,"Dec 31, 2010",The Dead Undead,1100000.0,0.0,0.0,-1100000,0.0
635,[18],44944,en,For Colored Girls,2.858,2010-11-05,For Colored Girls,6.8,33,67,"Nov 5, 2010",For Colored Girls,21000000.0,37729698.0,38017873.0,17017873,181.03749047619047
657,[99],78394,en,Sea Rex 3D: Journey to a Prehistoric World,2.7460000000000004,2010-05-14,Sea Rex 3D: Journey To A Prehistoric World,7.4,12,31,"May 28, 2010",Sea Rex 3D: Journey To A Prehistoric World,5000000.0,6096582.0,16515203.0,11515203,330.30406
669,"[18, 10751]",37206,en,A Shine of Rainbows,2.7060000000000004,2010-04-13,A Shine Of Rainbows,6.3,19,93,"Mar 15, 2011",A Shine Of Rainbows,6000000.0,0.0,0.0,-6000000,0.0
673,"[18, 10749]",33870,en,Mao's Last Dancer,2.681,2010-08-20,Mao'S Last Dancer,7.0,45,31,"Aug 20, 2010",Mao'S Last Dancer,18000000.0,4806750.0,25941437.0,7941437,144.11909444444444
698,"[27, 53]",47654,en,Circle,2.5869999999999997,2010-09-11,Circle,3.8,6,69,"Aug 27, 2010",Circle,2000000.0,10024.0,10024.0,-1989976,0.5012
14455,"[878, 9648, 18, 53]",335866,en,Circle,7.8389999999999995,2015-05-28,Circle,6.0,797,69,"Aug 27, 2010",Circle,2000000.0,10024.0,10024.0,-1989976,0.5012
737,[18],28987,en,The Kid,2.403,2010-10-31,The Kid,6.9,12,94,"Jul 7, 2000",The Kid,65000000.0,69688384.0,69688384.0,4688384,107.21289846153846
748,"[27, 28, 35, 53]",108993,en,Detention,2.377,2010-01-16,Detention,3.5,15,45,"Apr 13, 2012",Detention,10000000.0,0.0,0.0,-10000000,0.0
2901,"[27, 35, 878]",68684,en,Detention,6.136,2011-03-16,Detention,5.6,206,45,"Apr 13, 2012",Detention,10000000.0,0.0,0.0,-10000000,0.0
760,"[18, 35, 10749]",5178,en,The Good Heart,2.3209999999999997,2010-04-30,The Good Heart,6.4,30,73,"Apr 30, 2010",The Good Heart,3800000.0,20930.0,340930.0,-3459070,8.971842105263157
797,[99],40428,en,8: The Mormon Proposition,2.19,2010-01-01,8: The Mormon Proposition,6.2,11,38,"Jun 18, 2010",8: The Mormon Proposition,2500000.0,100280.0,100280.0,-2399720,4.0112000000000005
801,[878],136921,en,Pixels,2.1719999999999997,2010-04-01,Pixels,7.1,35,59,"Jul 24, 2015",Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005
14187,"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,Pixels,5.6,4423,59,"Jul 24, 2015",Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005
811,[18],59728,en,The 5th Quarter,2.142,2011-03-25,The 5Th Quarter,4.7,15,76,"Mar 25, 2011",The 5Th Quarter,6000000.0,408159.0,408159.0,-5591841,6.802650000000001
830,[18],68412,en,3 Backyards,2.079,2010-01-24,3 Backyards,4.3,6,51,"Mar 11, 2011",3 Backyards,300000.0,39475.0,39475.0,-260525,13.158333333333333
847,[18],41144,en,To Save A Life,2.053,2009-11-05,To Save A Life,6.5,32,35,"Jan 22, 2010",To Save A Life,500000.0,3777210.0,3824868.0,3324868,764.9736
869,"[18, 35]",74447,en,Hamill,1.9609999999999999,2010-10-26,The Hammer,6.5,16,50,"Mar 21, 2008",The Hammer,850000.0,442638.0,442638.0,-407362,52.07505882352941
966,"[35, 10749]",43044,en,Sparkle,1.715,2010-09-07,Sparkle,7.0,7,96,"Aug 17, 2012",Sparkle,10000000.0,24397469.0,24660323.0,14660323,246.60323000000002
5699,"[18, 10402]",88036,en,Sparkle,4.417,2012-08-17,Sparkle,5.9,53,96,"Aug 17, 2012",Sparkle,10000000.0,24397469.0,24660323.0,14660323,246.60323000000002
994,[18],51976,es,Hermano,1.636,2010-08-19,Brother,6.7,15,36,"Jul 20, 2001",Brother,12000000.0,450594.0,450594.0,-11549406,3.75495
7420,"[16, 18]",356501,en,Brother,0.6,2012-06-09,Brother,6.0,1,36,"Jul 20, 2001",Brother,12000000.0,450594.0,450594.0,-11549406,3.75495
1056,"[35, 878]",49250,en,Drones,1.421,2010-01-23,Drones,5.2,5,72,"Dec 31, 2010",Drones,500000.0,0.0,0.0,-500000,0.0
8663,[53],228933,en,Drones,2.873,2013-10-25,Drones,4.9,18,72,"Dec 31, 2010",Drones,500000.0,0.0,0.0,-500000,0.0
1066,[18],160210,en,Bones,1.4,2010-03-31,Bones,8.0,4,47,"Oct 24, 2001",Bones,10000000.0,7316658.0,8378853.0,-1621147,83.78853000000001
1088,"[18, 10751, 10770]",77934,en,The Christmas Bunny,1.4,2010-11-28,The Christmas Bunny,6.1,11,94,"Dec 31, 2010",The Christmas Bunny,250000.0,0.0,0.0,-250000,0.0
1095,"[18, 9648, 53]",69640,en,Lies in Plain Sight,1.4,2010-10-03,Lies In Plain Sight,6.0,4,84,"Dec 31, 2010",Lies In Plain Sight,2100000.0,0.0,0.0,-2100000,0.0
1099,"[18, 10752, 878]",49426,ru,Туман,1.4,2010-11-11,The Fog,5.7,8,93,"Oct 14, 2005",The Fog,18000000.0,29511112.0,37048526.0,19048526,205.82514444444448
1176,"[18, 80]",41894,en,Blood Done Sign My Name,1.3459999999999999,2010-02-01,Blood Done Sign My Name,6.0,5,20,"Feb 19, 2010",Blood Done Sign My Name,10000000.0,109383.0,109383.0,-9890617,1.09383
1184,"[35, 10749]",42057,en,Hai Marjawaan!,1.3319999999999999,2010-10-08,It'S A Wonderful Afterlife,4.6,12,36,"Oct 8, 2010",It'S A Wonderful Afterlife,10000000.0,0.0,1642939.0,-8357061,16.429389999999998
1200,[878],133194,en,The Gift,1.304,2010-04-08,The Gift,6.6,7,28,"Dec 19, 2000",The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606
1708,"[9648, 18, 14]",325303,en,Umkhungo,0.624,2010-01-01,The Gift,9.0,1,28,"Dec 19, 2000",The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606
13792,"[10749, 18]",384205,en,The Gift,0.6,2014-07-26,The Gift,5.8,6,28,"Dec 19, 2000",The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606
14275,"[53, 9648]",328425,en,The Gift,12.097000000000001,2015-08-07,The Gift,6.7,1797,28,"Dec 19, 2000",The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606
16400,[18],525355,en,The Gift,0.631,2015-06-19,The Gift,9.0,1,28,"Dec 19, 2000",The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606
