,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
164,Footloose,"Comedy,Drama,Music",5.9,43251,Comedy,Drama,Music,Craig Brewer,"director,producer,writer",39,Footloose,24000000.0,51802742.0,62989834.0,38989834,262.4576416666667,2011-10-14
165,Good Intentions,Comedy,5.2,605,Comedy,,,Jim Issa,"editor,actor,director",43,Good Intentions,10000000.0,0.0,0.0,-10000000,0.0,2010-03-09
166,Winchester,"Biography,Drama,Fantasy",5.4,24351,Biography,Drama,Fantasy,Michael Spierig,"director,writer,visual_effects",95,Winchester,3500000.0,25091816.0,44378040.0,40878040,1267.944,2018-02-02
167,Skyfall,"Action,Adventure,Thriller",7.8,592221,Action,Adventure,Thriller,Sam Mendes,"producer,director,miscellaneous",52,Skyfall,200000000.0,304360277.0,1110526981.0,910526981,555.2634905,2012-11-09
168,Jonah Hex,"Action,Drama,Fantasy",4.7,51860,Action,Drama,Fantasy,Jimmy Hayward,"actor,animation_department,director",40,Jonah Hex,47000000.0,10547117.0,11022696.0,-35977304,23.452544680851066,2010-06-18
169,Dark Shadows,"Comedy,Fantasy,Horror",6.2,229818,Comedy,Fantasy,Horror,Tim Burton,"producer,miscellaneous,director",89,Dark Shadows,150000000.0,79727149.0,238202668.0,88202668,158.80177866666668,2012-05-11
170,The Belko Experiment,"Horror,Thriller",6.1,38378,Horror,Thriller,,Greg Mclean,"writer,producer,director",21,The Belko Experiment,5000000.0,10166820.0,11792942.0,6792942,235.85884,2016-03-17
171,The Prince,"Action,Thriller",4.6,16048,Action,Thriller,,Brian A. Miller,"director,actor,writer",53,The Prince,18000000.0,0.0,0.0,-18000000,0.0,2014-08-22
172,Blended,"Comedy,Romance",6.5,106491,Comedy,Romance,,Frank Coraci,"director,actor,producer",90,Blended,45000000.0,46290741.0,127990741.0,82990741,284.4238688888889,2014-05-23
173,Lone Survivor,"Action,Biography,Drama",7.5,246641,Action,Biography,Drama,Peter Berg,"producer,actor,writer",84,Lone Survivor,40000000.0,125095601.0,149804632.0,109804632,374.51158000000004,2013-12-24
174,Paul,"Adventure,Comedy,Sci-Fi",7.0,220567,Adventure,Comedy,Sci-Fi,Greg Mottola,"director,producer,writer",58,Paul,40000000.0,37412945.0,101162106.0,61162106,252.905265,2011-03-17
175,Paul,Drama,4.8,6,Drama,,,Marcelo Felix,"editor,writer,director",58,Paul,40000000.0,37412945.0,101162106.0,61162106,252.905265,2011-03-17
176,Shanghai,"Crime,Drama,Mystery",6.4,8662,Crime,Drama,Mystery,Mikael Håfström,"writer,director,assistant_director",5,Shanghai,50000000.0,46425.0,15505922.0,-34494078,31.011844,2010-10-02
177,Shanghai,"Crime,Mystery,Thriller",7.2,9047,Crime,Mystery,Thriller,Dibakar Banerjee,"director,writer,producer",5,Shanghai,50000000.0,46425.0,15505922.0,-34494078,31.011844,2010-10-02
178,The Darkest Hour,"Action,Adventure,Horror",4.9,55071,Action,Adventure,Horror,Chris Gorak,"production_designer,art_director,writer",58,The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715,180.5509051724138,2011-12-25
179,The Darkest Hour,"Documentary,News",6.4,8,Documentary,News,,Adolfo Cantu-Villarreal,"cinematographer,director,editor",58,The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715,180.5509051724138,2011-12-25
180,Killers,"Action,Comedy,Romance",5.4,82237,Action,Comedy,Romance,Robert Luketic,"director,producer,writer",54,Killers,75000000.0,47059963.0,95572749.0,20572749,127.430332,2010-06-04
181,Killers,"Action,Crime,Drama",6.5,4472,Action,Crime,Drama,Timo Tjahjanto,"director,writer,producer",54,Killers,75000000.0,47059963.0,95572749.0,20572749,127.430332,2010-06-04
182,Paddington,"Adventure,Comedy,Family",7.2,84679,Adventure,Comedy,Family,Paul King,"director,writer,assistant_director",5,Paddington,55000000.0,76223578.0,258789097.0,203789097,470.52563090909086,2015-01-16
183,Trance,Horror,4.6,77,Horror,,,Hans Rodionoff,"writer,miscellaneous,producer",71,Trance,16000000.0,2322593.0,22594052.0,6594052,141.212825,2013-04-05
184,Trance,"Crime,Drama,Mystery",6.9,104951,Crime,Drama,Mystery,Danny Boyle,"director,producer,writer",71,Trance,16000000.0,2322593.0,22594052.0,6594052,141.212825,2013-04-05
185,Jackass 3D,"Action,Comedy,Documentary",7.0,53289,Action,Comedy,Documentary,Jeff Tremaine,"writer,producer,director",98,Jackass 3D,20000000.0,117229692.0,171685793.0,151685793,858.4289650000001,2010-10-15
186,Blue Valentine,"Drama,Romance",7.4,170089,Drama,Romance,,Derek Cianfrance,"director,writer,cinematographer",25,Blue Valentine,1000000.0,9737892.0,16566240.0,15566240,1656.624,2010-12-29
188,Seventh Son,"Action,Adventure,Fantasy",5.5,66565,Action,Adventure,Fantasy,Sergei Bodrov,"writer,director,producer",24,Seventh Son,95000000.0,17725785.0,108874967.0,13874967,114.60522842105263,2015-02-06
189,Love Ranch,"Biography,Comedy,Drama",5.6,2742,Biography,Comedy,Drama,Taylor Hackford,"producer,director,writer",19,Love Ranch,25000000.0,137885.0,146149.0,-24853851,0.584596,2010-06-30
190,Big Eyes,"Biography,Crime,Drama",7.0,77447,Biography,Crime,Drama,Tim Burton,"producer,miscellaneous,director",23,Big Eyes,10000000.0,14482031.0,27317872.0,17317872,273.17872,2014-12-25
191,Burlesque,"Drama,Music,Musical",6.4,71021,Drama,Music,Musical,Steve Antin,"actor,writer,producer",24,Burlesque,55000000.0,39440655.0,90552675.0,35552675,164.64122727272726,2010-11-23
192,Morning Glory,"Comedy,Drama,Romance",6.5,67367,Comedy,Drama,Romance,Roger Michell,"director,producer,actor",73,Morning Glory,40000000.0,31011732.0,59795070.0,19795070,149.487675,2010-11-10
193,Circle,"Horror,Thriller",3.4,610,Horror,Thriller,,Michael W. Watkins,"producer,director,cinematographer",69,Circle,2000000.0,10024.0,10024.0,-1989976,0.5012,2010-09-11
195,Circle,"Drama,Mystery,Sci-Fi",6.0,30645,Drama,Mystery,Sci-Fi,Aaron Hann,"director,writer,cinematographer",69,Circle,2000000.0,10024.0,10024.0,-1989976,0.5012,2010-09-11
197,Shutter Island,"Mystery,Thriller",8.1,1005960,Mystery,Thriller,,Martin Scorsese,"producer,director,actor",52,Shutter Island,80000000.0,128012934.0,299461782.0,219461782,374.3272275,2010-02-18
198,Green Lantern,"Action,Adventure,Sci-Fi",5.5,252281,Action,Adventure,Sci-Fi,Martin Campbell,"director,producer,actor",62,Green Lantern,200000000.0,116601172.0,219535492.0,19535492,109.76774600000002,2011-06-17
199,Takers,"Action,Crime,Thriller",6.2,53377,Action,Crime,Thriller,John Luessenhop,"director,writer,producer",95,Takers,32000000.0,57744720.0,70587268.0,38587268,220.58521249999998,2010-08-26
200,Death Wish,"Action,Crime,Drama",6.4,50279,Action,Crime,Drama,Eli Roth,"producer,actor,writer",28,Death Wish,30000000.0,34017028.0,48575965.0,18575965,161.91988333333333,2018-03-02
201,Accidental Love,"Comedy,Romance",4.1,7048,Comedy,Romance,,David O. Russell,"producer,director,writer",55,Accidental Love,26000000.0,0.0,135436.0,-25864564,0.5209076923076923,2015-02-10
202,The Ghost Writer,"Drama,Mystery,Thriller",7.2,148274,Drama,Mystery,Thriller,Roman Polanski,"actor,director,writer",11,The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491,145.6277577777778,2010-02-12
203,Frankenweenie,"Animation,Comedy,Family",7.0,89489,Animation,Comedy,Family,Tim Burton,"producer,miscellaneous,director",48,Frankenweenie,39000000.0,35287788.0,81150788.0,42150788,208.07894358974357,2012-10-05
204,After,"Drama,Mystery",4.7,129,Drama,Mystery,,Pieter Gaspersz,"actor,producer,director",2,After,650000.0,0.0,0.0,-650000,0.0,2012-09-14
206,After,"Drama,Fantasy,Mystery",5.5,4881,Drama,Fantasy,Mystery,Ryan Smith,"writer,director,producer",2,After,650000.0,0.0,0.0,-650000,0.0,2012-09-14
208,After,Romance,6.3,34,Romance,,,Géraldine Maillet,"director,writer,actress",2,After,650000.0,0.0,0.0,-650000,0.0,2012-09-14
210,Beastly,"Drama,Fantasy,Romance",5.6,72599,Drama,Fantasy,Romance,Daniel Barnz,"director,writer,producer",87,Beastly,17000000.0,27865571.0,38028230.0,21028230,223.69547058823528,2011-03-04
211,Freakonomics,Documentary,6.4,6466,Documentary,,,Alex Gibney,"producer,director,writer",80,Freakonomics,2900000.0,101270.0,172867.0,-2727133,5.960931034482759,2010-10-01
212,The Joneses,"Comedy,Drama",6.9,87,Comedy,Drama,,Chris Tyrrell,"writer,producer,director",88,The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565,2010-04-16
214,The Joneses,"Biography,Documentary",5.9,15,Biography,Documentary,,Moby Longinotto,"director,producer,cinematographer",88,The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565,2010-04-16
216,The Karate Kid,"Action,Drama,Family",6.2,146401,Action,Drama,Family,Harald Zwart,"director,writer,producer",77,The Karate Kid,40000000.0,176591618.0,351774938.0,311774938,879.437345,2010-06-10
217,The Rite,"Drama,Horror,Mystery",6.0,85604,Drama,Horror,Mystery,Mikael Håfström,"writer,director,assistant_director",100,The Rite,37000000.0,33047633.0,97143987.0,60143987,262.5513162162162,2011-01-28
218,Biutiful,"Drama,Romance",7.5,80382,Drama,Romance,,Alejandro G. Iñárritu,"producer,director,writer",44,Biutiful,35000000.0,5101237.0,24687524.0,-10312476,70.53578285714286,2010-12-28
219,Baggage Claim,Comedy,5.1,8296,Comedy,,,David E. Talbert,"writer,director,producer",38,Baggage Claim,8500000.0,21569509.0,22885836.0,14385836,269.2451294117647,2013-09-27
220,All Good Things,"Crime,Drama,Mystery",6.3,49684,Crime,Drama,Mystery,Andrew Jarecki,"music_department,producer,director",96,All Good Things,20000000.0,582024.0,873617.0,-19126383,4.368085,2010-12-03
221,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Drama,Horror,Mystery,Dan Trachtenberg,"director,writer,camera_department",54,10 Cloverfield Lane,5000000.0,72082999.0,108286422.0,103286422,2165.7284400000003,2016-03-11
222,Wuthering Heights,"Drama,Romance",6.1,8549,Drama,Romance,,Andrea Arnold,"actress,writer,director",30,Wuthering Heights,8000000.0,100915.0,2721534.0,-5278466,34.019175000000004,2012-04-09
223,My Name Is Khan,Drama,8.0,90988,Drama,,,Karan Johar,"producer,actor,writer",52,My Name Is Khan,8470000.0,4046336.0,42355526.0,33885526,500.0652420306966,2010-02-12
224,The Lincoln Lawyer,"Crime,Drama,Thriller",7.3,196109,Crime,Drama,Thriller,Brad Furman,"director,producer,writer",25,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0,47145086,217.862715,2011-03-18
225,Rango,"Adventure,Animation,Comedy",7.2,215761,Adventure,Animation,Comedy,Gore Verbinski,"director,producer,writer",29,Rango,135000000.0,123477607.0,245724600.0,110724600,182.01822222222222,2011-03-03
226,Step Up 3D,"Drama,Music,Romance",6.2,53081,Drama,Music,Romance,Jon M. Chu,"producer,writer,director",9,Step Up 3D,30000000.0,42400223.0,165889117.0,135889117,552.9637233333333,2010-08-06
227,The Bourne Legacy,"Action,Adventure,Thriller",6.7,268678,Action,Adventure,Thriller,Tony Gilroy,"producer,writer,director",76,The Bourne Legacy,125000000.0,113203870.0,280355920.0,155355920,224.28473599999998,2012-08-10
228,Casino Jack,"Biography,Comedy,Crime",6.2,16191,Biography,Comedy,Crime,George Hickenlooper,"director,writer,producer",32,Casino Jack,12500000.0,2039869.0,2272186.0,-10227814,18.177488,2010-12-17
229,Kites,"Action,Drama,Romance",6.1,11353,Action,Drama,Romance,Anurag Basu,"director,writer,producer",66,Kites,9200000.0,1685269.0,17155193.0,7955193,186.46948913043477,2010-05-21
230,The Muppets,"Adventure,Comedy,Family",7.1,82752,Adventure,Comedy,Family,James Bobin,"writer,director,producer",64,The Muppets,45000000.0,88625922.0,160971922.0,115971922,357.7153822222222,2011-11-23
231,Last Vegas,"Comedy,Drama",6.6,121409,Comedy,Drama,,Jon Turteltaub,"producer,director,writer",46,Last Vegas,28000000.0,63914167.0,112914167.0,84914167,403.2648821428571,2013-11-01
232,Ouija,"Horror,Mystery,Thriller",4.5,44054,Horror,Mystery,Thriller,Stiles White,"special_effects,writer,producer",60,Ouija,5000000.0,50856010.0,103300632.0,98300632,2066.01264,2014-10-24
233,Blood Done Sign My Name,Drama,6.6,494,Drama,,,Jeb Stuart,"writer,producer,director",20,Blood Done Sign My Name,10000000.0,109383.0,109383.0,-9890617,1.09383,2010-02-01
234,Snatched,"Comedy,Crime,Mystery",5.9,56,Comedy,Crime,Mystery,Kirk Bowman,"actor,director,writer",51,Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856,2011-01-01
236,Snatched,Comedy,5.5,61,Comedy,,,Joe Cacaci,"writer,producer,director",51,Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856,2011-01-01
238,Snatched,"Action,Adventure,Comedy",4.5,29997,Action,Adventure,Comedy,Jonathan Levine,"writer,director,producer",51,Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856,2011-01-01
240,Snatched,Thriller,5.5,142,Thriller,,,Brian Skiba,"director,producer,writer",51,Snatched,42000000.0,45852178.0,57852177.0,15852177,137.74327857142856,2011-01-01
242,Moneyball,"Biography,Drama,Sport",7.6,326657,Biography,Drama,Sport,Bennett Miller,"director,producer,cinematographer",15,Moneyball,50000000.0,75605492.0,111300835.0,61300835,222.60167,2011-09-22
243,The Lone Ranger,"Action,Adventure,Western",6.4,208827,Action,Adventure,Western,Gore Verbinski,"director,producer,writer",13,The Lone Ranger,275000000.0,89302115.0,260002115.0,-14997885,94.54622363636364,2013-07-03
244,Doctor Strange,"Action,Adventure,Fantasy",7.5,514510,Action,Adventure,Fantasy,Scott Derrickson,"writer,director,producer",28,Doctor Strange,165000000.0,232641920.0,676404566.0,511404566,409.94216121212116,2016-11-04
246,Escape Plan,"Action,Crime,Mystery",6.7,211587,Action,Crime,Mystery,Mikael Håfström,"writer,director,assistant_director",37,Escape Plan,70000000.0,25135965.0,103735965.0,33735965,148.19423571428572,2013-10-18
247,Hereafter,"Drama,Fantasy,Romance",6.5,87288,Drama,Fantasy,Romance,Clint Eastwood,"actor,producer,director",61,Hereafter,50000000.0,32746941.0,108660270.0,58660270,217.32054,2010-10-22
248,Lawless,"Crime,Drama",7.3,214055,Crime,Drama,,John Hillcoat,"director,writer,producer",38,Lawless,26000000.0,37397291.0,54393687.0,28393687,209.20648846153847,2012-08-29
249,First Man,"Biography,Drama,History",7.4,120009,Biography,Drama,History,Damien Chazelle,"producer,writer,director",6,First Man,60000000.0,44936545.0,105203825.0,45203825,175.33970833333333,2018-10-12
250,First Man,Documentary,6.6,186,Documentary,,,Fred Fougea,"producer,writer,director",6,First Man,60000000.0,44936545.0,105203825.0,45203825,175.33970833333333,2018-10-12
251,Cars 2,"Adventure,Animation,Comedy",6.2,138914,Adventure,Animation,Comedy,John Lasseter,"producer,writer,director",57,Cars 2,200000000.0,191450875.0,560155383.0,360155383,280.0776915,2011-06-16
252,Leap Year,"Comedy,Romance",6.5,86125,Comedy,Romance,,Anand Tucker,"producer,director,writer",40,Leap Year,19000000.0,25918920.0,32618920.0,13618920,171.67852631578947,2010-01-08
254,Womb,"Drama,Romance,Sci-Fi",6.4,12489,Drama,Romance,Sci-Fi,Benedek Fliegauf,"director,writer,sound_department",12,Womb,13000000.0,0.0,0.0,-13000000,0.0,2010-07-15
255,Brave,"Adventure,Animation,Comedy",7.1,338728,Adventure,Animation,Comedy,Mark Andrews,"art_department,writer,miscellaneous",77,Brave,185000000.0,237282182.0,554606532.0,369606532,299.7873145945946,2010-01-19
257,Limitless,"Mystery,Sci-Fi,Thriller",7.4,492490,Mystery,Sci-Fi,Thriller,Neil Burger,"director,writer,producer",91,Limitless,27000000.0,79249455.0,155564919.0,128564919,576.1663666666666,2011-03-08
258,Limitless,"Biography,Documentary",6.7,10,Biography,Documentary,,Jonathan Godfrey,"director,editor,producer",91,Limitless,27000000.0,79249455.0,155564919.0,128564919,576.1663666666666,2011-03-08
259,Limitless,Documentary,3.9,8,Documentary,,,Vrinda Samartha,"director,actor",91,Limitless,27000000.0,79249455.0,155564919.0,128564919,576.1663666666666,2011-03-08
260,Zookeeper,"Comedy,Family,Romance",5.2,52396,Comedy,Family,Romance,Frank Coraci,"director,actor,producer",71,Zookeeper,80000000.0,80360866.0,170805525.0,90805525,213.50690625,2011-07-08
261,The Debt,"Drama,Thriller",6.9,61046,Drama,Thriller,,John Madden,"director,producer,writer",65,The Debt,20000000.0,31177548.0,46604054.0,26604054,233.02027,2011-08-31
262,Beautiful Boy,"Biography,Drama",7.3,30368,Biography,Drama,,Felix Van Groeningen,"director,writer,assistant_director",95,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696,2011-06-03
264,Beautiful Boy,Drama,6.6,6058,Drama,,,Shawn Ku,"producer,director,writer",95,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576,52.125696,2011-06-03
266,Iron Man 2,"Action,Adventure,Sci-Fi",7.0,657690,Action,Adventure,Sci-Fi,Jon Favreau,"producer,actor,miscellaneous",15,Iron Man 2,170000000.0,312433331.0,621156389.0,451156389,365.3861111764706,2010-05-07
267,Let Me In,"Drama,Fantasy,Horror",7.1,107012,Drama,Fantasy,Horror,Matt Reeves,"producer,writer,director",38,Let Me In,20000000.0,12134935.0,28270399.0,8270399,141.351995,2010-10-01
269,Let Me In,Horror,5.1,7,Horror,,,James Trimboli,"actor,director,writer",38,Let Me In,20000000.0,12134935.0,28270399.0,8270399,141.351995,2010-10-01
271,Due Date,"Adventure,Comedy",6.5,303523,Adventure,Comedy,,Todd Phillips,"producer,director,writer",84,Due Date,65000000.0,100539043.0,211739043.0,146739043,325.75237384615383,2010-11-04
272,Hot Tub Time Machine,"Comedy,Sci-Fi",6.4,153962,Comedy,Sci-Fi,,Steve Pink,"director,writer,producer",10,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,29967750,183.24375,2010-03-26
273,Drones,Comedy,6.4,483,Comedy,,,Adam Busch,"actor,director,producer",72,Drones,500000.0,0.0,0.0,-500000,0.0,2010-01-23
275,Drones,Thriller,4.5,719,Thriller,,,Rick Rosenthal,"director,producer,actor",72,Drones,500000.0,0.0,0.0,-500000,0.0,2010-01-23
277,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Action,Comedy,Crime,Phil Lord,"producer,writer,director",44,21 Jump Street,42000000.0,138447667.0,202812429.0,160812429,482.88673571428575,2012-03-12
278,Brighton Rock,"Crime,Drama,Thriller",5.7,5784,Crime,Drama,Thriller,Rowan Joffe,"writer,producer,director",11,Brighton Rock,11000000.0,229653.0,229653.0,-10770347,2.0877545454545454,2011-08-26
279,Ironclad,"Action,Adventure,Drama",6.2,38477,Action,Adventure,Drama,Jonathan English,"producer,director,writer",25,Ironclad,25000000.0,0.0,5297411.0,-19702589,21.189643999999998,2011-07-08
280,Red Dawn,"Action,Sci-Fi,Thriller",5.4,69599,Action,Sci-Fi,Thriller,Dan Bradley,"stunts,assistant_director,actor",1,Red Dawn,65000000.0,44806783.0,48164150.0,-16835850,74.0986923076923,2012-11-21
281,The Future,"Drama,Fantasy,Romance",6.2,7648,Drama,Fantasy,Romance,Miranda July,"writer,actress,director",62,The Future,1000000.0,568662.0,1239174.0,239174,123.9174,2011-07-29
283,Wild Target,"Action,Comedy,Crime",6.8,33915,Action,Comedy,Crime,Jonathan Lynn,"writer,actor,director",28,Wild Target,8000000.0,109338.0,5314194.0,-2685806,66.427425,2010-10-29
284,Broken City,"Crime,Drama,Thriller",6.2,71704,Crime,Drama,Thriller,Allen Hughes,"producer,director,writer",11,Broken City,35000000.0,19701164.0,34480045.0,-519955,98.5144142857143,2013-01-18
285,Wind Walkers,"Action,Horror,Thriller",3.8,234,Action,Horror,Thriller,Russell Friedenberg,"writer,actor,director",99,Wind Walkers,2000000.0,0.0,0.0,-2000000,0.0,2015-10-16
