,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
147,The Adventures Of Tintin,107.0,"Action,Adventure,Animation",7.3,202430,Action,Adventure,Animation,Steven Spielberg,"producer,writer,director",52,The Adventures Of Tintin,130000000.0,77591831.0,373993951.0,243993951,287.68765461538464,2011-12-20
148,Machete,105.0,"Action,Crime,Thriller",6.6,182320,Action,Crime,Thriller,Robert Rodriguez,"producer,writer,director",18,Machete,12500000.0,26593646.0,46370970.0,33870970,370.96776,2010-09-03
149,Dear John,108.0,"Drama,Romance,War",6.3,128657,Drama,Romance,War,Lasse Hallström,"director,writer,cinematographer",77,Dear John,25000000.0,80014842.0,142033509.0,117033509,568.134036,2010-02-04
150,Detention,81.0,"Horror,Thriller",3.0,889,Horror,Thriller,,James D.R. Hickox,"director,editorial_department,actor",45,Detention,10000000.0,0.0,0.0,-10000000,0.0,2010-01-16
154,The Green Hornet,119.0,"Action,Comedy,Crime",5.8,148622,Action,Comedy,Crime,Michel Gondry,"director,producer,writer",29,The Green Hornet,110000000.0,98780042.0,229155503.0,119155503,208.32318454545455,2011-01-13
155,Hanna,111.0,"Action,Drama,Thriller",6.8,179178,Action,Drama,Thriller,Joe Wright,"director,producer,actor",14,Hanna,30000000.0,40259119.0,65343694.0,35343694,217.81231333333335,2011-04-08
156,The Wolf Of Wall Street,180.0,"Biography,Crime,Drama",8.2,1035358,Biography,Crime,Drama,Martin Scorsese,"producer,director,actor",76,The Wolf Of Wall Street,100000000.0,116900694.0,389870414.0,289870414,389.870414,2013-12-25
157,Straw Dogs,110.0,"Action,Drama,Thriller",5.8,30924,Action,Drama,Thriller,Rod Lurie,"writer,director,producer",88,Straw Dogs,25000000.0,10324441.0,11253821.0,-13746179,45.015284,2011-09-16
158,Megamind,95.0,"Action,Animation,Comedy",7.3,207488,Action,Animation,Comedy,Tom Mcgrath,"writer,actor,animation_department",47,Megamind,130000000.0,148415853.0,321887208.0,191887208,247.6055446153846,2010-11-04
159,The Young Messiah,111.0,"Drama,Fantasy",5.6,2882,Drama,Fantasy,,Cyrus Nowrasteh,"writer,producer,miscellaneous",17,The Young Messiah,16800000.0,6469813.0,7313697.0,-9486303,43.53391071428571,2016-03-11
160,The Iron Lady,105.0,"Biography,Drama",6.4,96066,Biography,Drama,,Phyllida Lloyd,"director,miscellaneous,assistant_director",90,The Iron Lady,14000000.0,29959436.0,115592104.0,101592104,825.6578857142857,2011-12-30
161,Knight And Day,109.0,"Action,Adventure,Comedy",6.3,169840,Action,Adventure,Comedy,James Mangold,"producer,director,writer",2,Knight And Day,117000000.0,76423035.0,258751370.0,141751370,221.15501709401707,2010-06-23
162,Dylan Dog: Dead Of Night,107.0,"Action,Comedy,Crime",5.1,14120,Action,Comedy,Crime,Kevin Munroe,"writer,director,producer",90,Dylan Dog: Dead Of Night,20000000.0,1186538.0,6093725.0,-13906275,30.468625,2011-11-01
163,Alice In Wonderland,108.0,"Adventure,Family,Fantasy",6.5,358813,Adventure,Family,Fantasy,Tim Burton,"producer,miscellaneous,director",51,Alice In Wonderland,200000000.0,334191110.0,1025491110.0,825491110,512.745555,2010-03-05
165,Child 44,137.0,"Crime,Drama,History",6.5,59477,Crime,Drama,History,Daniel Espinosa,"director,producer,writer",2,Child 44,50000000.0,1224330.0,8004221.0,-41995779,16.008442000000002,2015-04-17
166,The Sisterhood Of Night,104.0,"Drama,Mystery,Thriller",6.2,1888,Drama,Mystery,Thriller,Caryn Waechter,"director,camera_department,cinematographer",94,The Sisterhood Of Night,1000000.0,6870.0,6870.0,-993130,0.687,2015-04-10
167,The Runaways,106.0,"Biography,Drama,Music",6.6,43792,Biography,Drama,Music,Floria Sigismondi,"director,writer,actress",57,The Runaways,9500000.0,3573673.0,5278632.0,-4221368,55.56454736842106,2010-03-19
168,Our Brand Is Crisis,107.0,"Comedy,Drama",6.1,19033,Comedy,Drama,,David Gordon Green,"producer,director,writer",78,Our Brand Is Crisis,28000000.0,7002261.0,8594558.0,-19405442,30.694850000000002,2015-10-30
169,Selma,128.0,"Biography,Drama,History",7.5,77633,Biography,Drama,History,Ava Duvernay,"miscellaneous,writer,producer",25,Selma,20000000.0,52076908.0,66776576.0,46776576,333.88288,2014-12-25
170,Centurion,97.0,"Action,Adventure,Drama",6.4,74085,Action,Adventure,Drama,Neil Marshall,"director,producer,editor",46,Centurion,15000000.0,123570.0,7885048.0,-7114952,52.56698666666667,2010-02-15
171,Argo,120.0,"Biography,Drama,Thriller",7.7,534683,Biography,Drama,Thriller,Ben Affleck,"producer,actor,writer",27,Argo,44500000.0,136025503.0,227140757.0,182640757,510.42866741573033,2012-10-12
172,Secretariat,123.0,"Biography,Drama,Family",7.2,24536,Biography,Drama,Family,Randall Wallace,"writer,producer,director",53,Secretariat,35000000.0,59699513.0,60376247.0,25376247,172.50356285714287,2010-10-08
173,Poltergeist,93.0,"Horror,Thriller",4.9,51538,Horror,Thriller,,Gil Kenan,"director,writer,soundtrack",62,Poltergeist,35000000.0,47425125.0,95713069.0,60713069,273.4659114285714,2015-05-22
174,The Warrior'S Way,100.0,"Action,Fantasy,Western",6.3,24271,Action,Fantasy,Western,Sngmoo Lee,"director,writer",65,The Warrior'S Way,42000000.0,5666340.0,8514325.0,-33485675,20.272202380952383,2010-12-03
175,The Descendants,115.0,"Comedy,Drama",7.3,223464,Comedy,Drama,,Alexander Payne,"producer,director,writer",5,The Descendants,20000000.0,82624961.0,175507800.0,155507800,877.539,2011-11-18
177,The Eagle,114.0,"Action,Adventure,Drama",6.2,61475,Action,Adventure,Drama,Kevin Macdonald,"director,producer,writer",50,The Eagle,25000000.0,19490041.0,38993548.0,13993548,155.974192,2011-02-11
178,Suspiria,152.0,"Fantasy,Horror,Mystery",6.8,37360,Fantasy,Horror,Mystery,Luca Guadagnino,"director,producer,writer",81,Suspiria,20000000.0,2483472.0,7034615.0,-12965385,35.173075,2018-10-26
179,The Book Of Eli,118.0,"Action,Adventure,Drama",6.9,271307,Action,Adventure,Drama,Allen Hughes,"producer,director,writer",64,The Book Of Eli,80000000.0,94835059.0,158750817.0,78750817,198.43852125,2010-01-11
180,Legion,100.0,"Action,Fantasy,Horror",5.2,92709,Action,Fantasy,Horror,Scott Stewart,"producer,writer,visual_effects",37,Legion,26000000.0,40168080.0,67647574.0,41647574,260.1829769230769,2010-01-22
181,The Bounty Hunter,110.0,"Action,Comedy,Romance",5.6,112444,Action,Comedy,Romance,Andy Tennant,"producer,director,writer",73,The Bounty Hunter,45000000.0,67061228.0,135808837.0,90808837,301.7974155555556,2010-03-19
182,The Nutcracker In 3D,110.0,"Action,Family,Fantasy",4.3,3119,Action,Family,Fantasy,Andrey Konchalovskiy,"writer,director,producer",79,The Nutcracker In 3D,90000000.0,195459.0,20466016.0,-69533984,22.740017777777776,2010-11-24
183,The Legend Of Hercules,99.0,"Action,Adventure,Fantasy",4.2,50352,Action,Adventure,Fantasy,Renny Harlin,"producer,director,writer",42,The Legend Of Hercules,70000000.0,18848538.0,58953319.0,-11046681,84.21902714285714,2014-01-10
184,Silver Linings Playbook,122.0,"Comedy,Drama,Romance",7.7,621018,Comedy,Drama,Romance,David O. Russell,"producer,director,writer",59,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,215412453,1125.7735857142857,2012-12-25
185,Parental Guidance,105.0,"Comedy,Family",6.1,23711,Comedy,Family,,Andy Fickman,"producer,director,actor",79,Parental Guidance,25000000.0,77267296.0,120832383.0,95832383,483.32953200000003,2012-12-25
186,Goosebumps,103.0,"Adventure,Comedy,Family",6.3,72858,Adventure,Comedy,Family,Rob Letterman,"director,writer,producer",58,Goosebumps,58000000.0,80069458.0,158905324.0,100905324,273.97469655172415,2015-10-16
187,Repo Men,111.0,"Action,Crime,Sci-Fi",6.3,96144,Action,Crime,Sci-Fi,Miguel Sapochnik,"director,producer,art_department",13,Repo Men,32000000.0,13942007.0,18195238.0,-13804762,56.86011875,2010-03-19
188,The Big Year,100.0,Comedy,6.2,39522,Comedy,,,David Frankel,"producer,director,writer",74,The Big Year,41000000.0,7204138.0,7684524.0,-33315476,18.74274146341463,2011-10-14
189,Life As We Know It,114.0,"Comedy,Drama,Romance",6.6,113077,Comedy,Drama,Romance,Greg Berlanti,"producer,writer,director",64,Life As We Know It,38000000.0,53374681.0,105887837.0,67887837,278.6522026315789,2010-10-02
190,Boyhood,165.0,Drama,7.9,315584,Drama,,,Richard Linklater,"producer,director,writer",85,Boyhood,4000000.0,25379975.0,57273049.0,53273049,1431.826225,2014-07-11
191,Water For Elephants,120.0,"Drama,Romance",6.9,105812,Drama,Romance,,Francis Lawrence,"director,producer,writer",63,Water For Elephants,38000000.0,58709717.0,116809717.0,78809717,307.3939921052632,2011-04-22
192,Monte Carlo,109.0,"Adventure,Comedy,Family",5.8,38731,Adventure,Comedy,Family,Thomas Bezucha,"writer,director",84,Monte Carlo,20000000.0,23186769.0,39686769.0,19686769,198.43384500000002,2011-07-01
193,Footloose,113.0,"Comedy,Drama,Music",5.9,43251,Comedy,Drama,Music,Craig Brewer,"director,producer,writer",39,Footloose,24000000.0,51802742.0,62989834.0,38989834,262.4576416666667,2011-10-14
194,Ghost Rider: Spirit Of Vengeance,96.0,"Action,Fantasy,Thriller",4.3,103608,Action,Fantasy,Thriller,Brian Taylor,"writer,producer,director",73,Ghost Rider: Spirit Of Vengeance,57000000.0,51774002.0,149217355.0,92217355,261.7848333333333,2011-12-10
195,Winchester,99.0,"Biography,Drama,Fantasy",5.4,24351,Biography,Drama,Fantasy,Michael Spierig,"director,writer,visual_effects",95,Winchester,3500000.0,25091816.0,44378040.0,40878040,1267.944,2018-02-02
196,Skyfall,143.0,"Action,Adventure,Thriller",7.8,592221,Action,Adventure,Thriller,Sam Mendes,"producer,director,miscellaneous",52,Skyfall,200000000.0,304360277.0,1110526981.0,910526981,555.2634905,2012-11-09
197,Jonah Hex,81.0,"Action,Drama,Fantasy",4.7,51860,Action,Drama,Fantasy,Jimmy Hayward,"actor,animation_department,director",40,Jonah Hex,47000000.0,10547117.0,11022696.0,-35977304,23.452544680851066,2010-06-18
198,Dark Shadows,113.0,"Comedy,Fantasy,Horror",6.2,229818,Comedy,Fantasy,Horror,Tim Burton,"producer,miscellaneous,director",89,Dark Shadows,150000000.0,79727149.0,238202668.0,88202668,158.80177866666668,2012-05-11
199,The Belko Experiment,89.0,"Horror,Thriller",6.1,38378,Horror,Thriller,,Greg Mclean,"writer,producer,director",21,The Belko Experiment,5000000.0,10166820.0,11792942.0,6792942,235.85884,2016-03-17
200,Eddie The Eagle,106.0,"Biography,Comedy,Drama",7.4,75331,Biography,Comedy,Drama,Dexter Fletcher,"actor,director,writer",86,Eddie The Eagle,23000000.0,15789389.0,45060480.0,22060480,195.9151304347826,2016-02-26
201,The Prince,93.0,"Action,Thriller",4.6,16048,Action,Thriller,,Brian A. Miller,"director,actor,writer",53,The Prince,18000000.0,0.0,0.0,-18000000,0.0,2014-08-22
202,Blended,117.0,"Comedy,Romance",6.5,106491,Comedy,Romance,,Frank Coraci,"director,actor,producer",90,Blended,45000000.0,46290741.0,127990741.0,82990741,284.4238688888889,2014-05-23
203,Lone Survivor,121.0,"Action,Biography,Drama",7.5,246641,Action,Biography,Drama,Peter Berg,"producer,actor,writer",84,Lone Survivor,40000000.0,125095601.0,149804632.0,109804632,374.51158000000004,2013-12-24
204,Paul,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,Adventure,Comedy,Sci-Fi,Greg Mottola,"director,producer,writer",58,Paul,40000000.0,37412945.0,101162106.0,61162106,252.905265,2011-03-17
206,Shanghai,105.0,"Crime,Drama,Mystery",6.4,8662,Crime,Drama,Mystery,Mikael Håfström,"writer,director,assistant_director",5,Shanghai,50000000.0,46425.0,15505922.0,-34494078,31.011844,2010-10-02
208,The Darkest Hour,89.0,"Action,Adventure,Horror",4.9,55071,Action,Adventure,Horror,Chris Gorak,"production_designer,art_director,writer",58,The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715,180.5509051724138,2011-12-25
210,Killers,100.0,"Action,Comedy,Romance",5.4,82237,Action,Comedy,Romance,Robert Luketic,"director,producer,writer",54,Killers,75000000.0,47059963.0,95572749.0,20572749,127.430332,2010-06-04
212,Ca$H,108.0,"Crime,Thriller",6.0,8605,Crime,Thriller,,Stephen Milburn Anderson,"producer,writer,production_manager",32,Ca$H,13700000.0,0.0,11738256.0,-1961744,85.68070072992701,2010-01-01
213,Paddington,95.0,"Adventure,Comedy,Family",7.2,84679,Adventure,Comedy,Family,Paul King,"director,writer,assistant_director",5,Paddington,55000000.0,76223578.0,258789097.0,203789097,470.52563090909086,2015-01-16
214,Trance,83.0,Horror,4.6,77,Horror,,,Hans Rodionoff,"writer,miscellaneous,producer",71,Trance,16000000.0,2322593.0,22594052.0,6594052,141.212825,2013-04-05
216,Jackass 3D,95.0,"Action,Comedy,Documentary",7.0,53289,Action,Comedy,Documentary,Jeff Tremaine,"writer,producer,director",98,Jackass 3D,20000000.0,117229692.0,171685793.0,151685793,858.4289650000001,2010-10-15
217,Blue Valentine,112.0,"Drama,Romance",7.4,170089,Drama,Romance,,Derek Cianfrance,"director,writer,cinematographer",25,Blue Valentine,1000000.0,9737892.0,16566240.0,15566240,1656.624,2010-12-29
218,Seventh Son,102.0,"Action,Adventure,Fantasy",5.5,66565,Action,Adventure,Fantasy,Sergei Bodrov,"writer,director,producer",24,Seventh Son,95000000.0,17725785.0,108874967.0,13874967,114.60522842105263,2015-02-06
219,The Ides Of March,101.0,"Drama,Thriller",7.1,207417,Drama,Thriller,,George Clooney,"actor,producer,director",76,The Ides Of March,23000000.0,40962534.0,77735925.0,54735925,337.98228260869564,2011-10-07
220,Free State Of Jones,139.0,"Action,Biography,Drama",6.9,45135,Action,Biography,Drama,Gary Ross,"writer,producer,director",81,Free State Of Jones,50000000.0,20810036.0,23237252.0,-26762748,46.474504,2016-06-24
221,Love Ranch,117.0,"Biography,Comedy,Drama",5.6,2742,Biography,Comedy,Drama,Taylor Hackford,"producer,director,writer",19,Love Ranch,25000000.0,137885.0,146149.0,-24853851,0.584596,2010-06-30
222,Big Eyes,106.0,"Biography,Crime,Drama",7.0,77447,Biography,Crime,Drama,Tim Burton,"producer,miscellaneous,director",23,Big Eyes,10000000.0,14482031.0,27317872.0,17317872,273.17872,2014-12-25
223,Burlesque,119.0,"Drama,Music,Musical",6.4,71021,Drama,Music,Musical,Steve Antin,"actor,writer,producer",24,Burlesque,55000000.0,39440655.0,90552675.0,35552675,164.64122727272726,2010-11-23
224,Morning Glory,107.0,"Comedy,Drama,Romance",6.5,67367,Comedy,Drama,Romance,Roger Michell,"director,producer,actor",73,Morning Glory,40000000.0,31011732.0,59795070.0,19795070,149.487675,2010-11-10
225,Circle,88.0,"Horror,Thriller",3.4,610,Horror,Thriller,,Michael W. Watkins,"producer,director,cinematographer",69,Circle,2000000.0,10024.0,10024.0,-1989976,0.5012,2015-05-28
227,Shutter Island,138.0,"Mystery,Thriller",8.1,1005960,Mystery,Thriller,,Martin Scorsese,"producer,director,actor",52,Shutter Island,80000000.0,128012934.0,299461782.0,219461782,374.3272275,2010-02-18
228,The 5Th Quarter,90.0,"Biography,Drama,Sport",5.7,1379,Biography,Drama,Sport,Rick Bieber,"producer,director,writer",76,The 5Th Quarter,6000000.0,408159.0,408159.0,-5591841,6.802650000000001,2011-03-25
229,Green Lantern,114.0,"Action,Adventure,Sci-Fi",5.5,252281,Action,Adventure,Sci-Fi,Martin Campbell,"director,producer,actor",62,Green Lantern,200000000.0,116601172.0,219535492.0,19535492,109.76774600000002,2011-06-17
230,Takers,107.0,"Action,Crime,Thriller",6.2,53377,Action,Crime,Thriller,John Luessenhop,"director,writer,producer",95,Takers,32000000.0,57744720.0,70587268.0,38587268,220.58521249999998,2010-08-26
231,Death Wish,107.0,"Action,Crime,Drama",6.4,50279,Action,Crime,Drama,Eli Roth,"producer,actor,writer",28,Death Wish,30000000.0,34017028.0,48575965.0,18575965,161.91988333333333,2018-03-02
232,Accidental Love,100.0,"Comedy,Romance",4.1,7048,Comedy,Romance,,David O. Russell,"producer,director,writer",55,Accidental Love,26000000.0,0.0,135436.0,-25864564,0.5209076923076923,2015-02-10
233,The Ghost Writer,128.0,"Drama,Mystery,Thriller",7.2,148274,Drama,Mystery,Thriller,Roman Polanski,"actor,director,writer",11,The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491,145.6277577777778,2010-02-12
234,Frankenweenie,87.0,"Animation,Comedy,Family",7.0,89489,Animation,Comedy,Family,Tim Burton,"producer,miscellaneous,director",48,Frankenweenie,39000000.0,35287788.0,81150788.0,42150788,208.07894358974357,2012-10-05
235,After,99.0,"Drama,Mystery",4.7,129,Drama,Mystery,,Pieter Gaspersz,"actor,producer,director",2,After,650000.0,0.0,0.0,-650000,0.0,2012-09-14
238,Beastly,86.0,"Drama,Fantasy,Romance",5.6,72599,Drama,Fantasy,Romance,Daniel Barnz,"director,writer,producer",87,Beastly,17000000.0,27865571.0,38028230.0,21028230,223.69547058823528,2011-03-04
239,Freakonomics,93.0,Documentary,6.4,6466,Documentary,,,Alex Gibney,"producer,director,writer",80,Freakonomics,2900000.0,101270.0,172867.0,-2727133,5.960931034482759,2010-10-01
240,The Joneses,117.0,"Comedy,Drama",6.9,87,Comedy,Drama,,Chris Tyrrell,"writer,producer,director",88,The Joneses,10000000.0,1475746.0,3541565.0,-6458435,35.41565,2010-04-16
242,The Karate Kid,140.0,"Action,Drama,Family",6.2,146401,Action,Drama,Family,Harald Zwart,"director,writer,producer",77,The Karate Kid,40000000.0,176591618.0,351774938.0,311774938,879.437345,2010-06-10
243,The Rite,114.0,"Drama,Horror,Mystery",6.0,85604,Drama,Horror,Mystery,Mikael Håfström,"writer,director,assistant_director",100,The Rite,37000000.0,33047633.0,97143987.0,60143987,262.5513162162162,2011-01-28
244,Biutiful,148.0,"Drama,Romance",7.5,80382,Drama,Romance,,Alejandro G. Iñárritu,"producer,director,writer",44,Biutiful,35000000.0,5101237.0,24687524.0,-10312476,70.53578285714286,2010-12-28
245,The Hobbit: The Desolation Of Smaug,161.0,"Adventure,Fantasy",7.8,565563,Adventure,Fantasy,,Peter Jackson,"producer,director,writer",21,The Hobbit: The Desolation Of Smaug,250000000.0,258366855.0,960366855.0,710366855,384.14674199999996,2013-12-13
246,Baggage Claim,96.0,Comedy,5.1,8296,Comedy,,,David E. Talbert,"writer,director,producer",38,Baggage Claim,8500000.0,21569509.0,22885836.0,14385836,269.2451294117647,2013-09-27
247,All Good Things,101.0,"Crime,Drama,Mystery",6.3,49684,Crime,Drama,Mystery,Andrew Jarecki,"music_department,producer,director",96,All Good Things,20000000.0,582024.0,873617.0,-19126383,4.368085,2010-12-03
248,A Walk In The Woods,104.0,"Adventure,Biography,Comedy",6.3,22033,Adventure,Biography,Comedy,Ken Kwapis,"director,producer,writer",75,A Walk In The Woods,8000000.0,29499394.0,37119358.0,29119358,463.99197499999997,2015-09-02
249,From Paris With Love,92.0,"Action,Crime,Thriller",6.5,107079,Action,Crime,Thriller,Pierre Morel,"camera_department,cinematographer,director",75,From Paris With Love,52000000.0,24077427.0,53139168.0,1139168,102.1907076923077,2010-02-05
250,A Nightmare On Elm Street,95.0,"Crime,Drama,Horror",5.2,85497,Crime,Drama,Horror,Samuel Bayer,"director,cinematographer,writer",49,A Nightmare On Elm Street,35000000.0,63075011.0,117729621.0,82729621,336.3703457142857,2010-04-30
251,10 Cloverfield Lane,103.0,"Drama,Horror,Mystery",7.2,260383,Drama,Horror,Mystery,Dan Trachtenberg,"director,writer,camera_department",54,10 Cloverfield Lane,5000000.0,72082999.0,108286422.0,103286422,2165.7284400000003,2016-03-11
252,Wuthering Heights,129.0,"Drama,Romance",6.1,8549,Drama,Romance,,Andrea Arnold,"actress,writer,director",30,Wuthering Heights,8000000.0,100915.0,2721534.0,-5278466,34.019175000000004,2012-04-09
